iter	Logloss
286	0.2989777483
287	0.2988561663
288	0.2987335031
289	0.2985398996
290	0.2983906948
291	0.2982818778
292	0.2981976144
293	0.2980370396
294	0.2979116211
295	0.2978336356
296	0.2977036133
297	0.2975740095
298	0.297406808
299	0.2973350656
300	0.2971898717
301	0.2970539202
302	0.2969116211
303	0.2967395368
304	0.2966040039
305	0.2964951869
306	0.2963973214
307	0.296230678
308	0.2960709403
309	0.2959766671
310	0.2958503767
311	0.2957117746
312	0.2956111537
313	0.2955013253
314	0.2953419364
315	0.2951438337
316	0.2950424456
317	0.2948987863
318	0.2946717704
319	0.2945390625
320	0.2943864397
321	0.2941916853
322	0.2940908203
323	0.2939810617
324	0.2939141323
325	0.2938136161
326	0.293588344
327	0.2934349191
328	0.2933310896
329	0.2931725377
330	0.2931157575
331	0.2929467076
332	0.2928332171
333	0.2927084612
334	0.2925870187
335	0.292485648
336	0.2923733085
337	0.2921788156
338	0.2921080671
339	0.2920161133
340	0.2918824289
341	0.2917555804
342	0.2915860247
343	0.2915061733
344	0.2914512765
345	0.2912833775
346	0.2910659528
347	0.2909041051
348	0.290750279
349	0.2906814139
350	0.2906217564
351	0.2904769461
352	0.2903725935
353	0.2902406529
354	0.2900819266
355	0.2900005755
356	0.2899483468
357	0.2898445871
358	0.2897140241
359	0.2895574079
360	0.2894555141
361	0.2893600725
362	0.2892171282
363	0.2890297677
364	0.2888773019
365	0.2888017753
366	0.2886728341
367	0.2885475725
368	0.2884318499
369	0.2883087333
370	0.2881973877
371	0.2881012137
372	0.2879661691
373	0.2879004081
374	0.2877633231
375	0.287699585
376	0.2876525356
377	0.2875569022
378	0.2874074009
379	0.2873353446
380	0.2872514474
381	0.2870157296
382	0.2868506034
383	0.2867518136
384	0.286572719
385	0.2864414934
386	0.2862950788
387	0.2861619699
388	0.2860573033
389	0.2859552525
390	0.285807966
391	0.2857521624
392	0.2856164551
393	0.2854547991
394	0.2853741978
395	0.2852792794
396	0.2851440081
397	0.2850225133
398	0.2848479178
399	0.2847697056
400	0.2846704973
401	0.2845885882
402	0.2844844796
403	0.284322998
404	0.2843150984
405	0.2842641776
406	0.284194615
407	0.284022147
408	0.2839428537
409	0.2838675188
410	0.2837985142
411	0.2837044678
412	0.2836091309
413	0.2834932513
414	0.2834085519
415	0.2832361189
416	0.2831009173
417	0.2829812884
418	0.2829381452
419	0.2828212891
420	0.2827188895
421	0.2825905064
422	0.2824792655
423	0.2823929269
424	0.2822667411
425	0.2821692592
426	0.2820575823
427	0.2819742257
428	0.2818469936
429	0.2816996373
430	0.2815893555
431	0.2814388951
432	0.2813515276
433	0.2812114258
434	0.2810959473
435	0.2810243443
436	0.2809295829
437	0.2808256138
438	0.2807237374
439	0.2805848912
440	0.2804682094
441	0.2803425467
442	0.2801534424
443	0.280043614
444	0.2799405169
445	0.2798397042
446	0.2796422468
447	0.2795677665
448	0.2794316755
449	0.2793477958
450	0.2792888532
451	0.2790896694
452	0.2790257394
453	0.2789665702
454	0.2787672991
455	0.2786915632
456	0.2785434919
457	0.2784620187
458	0.2783095878
459	0.2782313058
460	0.2780216064
461	0.2779220494
462	0.2777480992
463	0.2776194022
464	0.277521589
465	0.2774489746
466	0.2773254569
467	0.2772175642
468	0.2771057826
469	0.277039481
470	0.2769378836
471	0.2768363909
472	0.2766887905
473	0.2765349121
474	0.2763779994
475	0.2762584403
476	0.2760654122
477	0.2759681222
478	0.2758401228
479	0.2757202497
480	0.2755683419
481	0.2754732492
482	0.2753897182
483	0.2753051932
484	0.2752117746
485	0.2751242327
486	0.2750276925
487	0.2748919852
488	0.274762486
489	0.2746527972
490	0.2745274833
491	0.2743975307
492	0.2743329555
493	0.2742704555
494	0.2741323591
495	0.274065918
496	0.2738803362
497	0.2737422224
498	0.2736844482
499	0.2735735561
500	0.2734751325
501	0.273341326
502	0.2731929583
503	0.2731076311
504	0.2729995815
505	0.2729217529
506	0.2727810582
507	0.2726704625
508	0.2726186523
509	0.2725010114
510	0.2723740409
511	0.2722562605
512	0.2721293945
513	0.2720144043
514	0.2719297049
515	0.2718220564
516	0.2717053571
517	0.2716331961
518	0.2714640765
519	0.2714012451
520	0.2712509068
521	0.2710879081
522	0.2709842529
523	0.2708948975
524	0.2707660784
525	0.2706067766
526	0.2705189383
527	0.2703868583
528	0.2702826102
529	0.2701709856
530	0.2700359933
531	0.2699676688
532	0.2698743025
533	0.269804269
534	0.2696749791
535	0.2695748465
536	0.2694200963
537	0.269372733
538	0.2692717285
539	0.2690920585
540	0.2690264369
541	0.2689349714
542	0.2688523996
543	0.2687695661
544	0.2686939174
545	0.2686095145
546	0.2684968262
547	0.2684324777
548	0.2683449358
549	0.2682732631
550	0.2681617432
551	0.2680456717
552	0.2679297573
553	0.2677900042
554	0.2677099261
555	0.2676156006
556	0.2675015346
557	0.2674132254
558	0.2673269043
559	0.2672108852
560	0.2670439976
561	0.266886928
562	0.2668274623
563	0.2667550398
564	0.2666531808
565	0.2666045271
566	0.2664971924
567	0.2663566546
568	0.2662214181
569	0.266158238
570	0.2660873326
571	0.2660151018
572	0.2658986816
573	0.2658151855
574	0.2657341657
575	0.2656743513
576	0.2655282157
577	0.265367327
578	0.2653168597
579	0.2652484131
580	0.2651410086
581	0.2649880197
582	0.2649268101
583	0.2647564523
584	0.2646633824
585	0.2645759626
586	0.2644986747
587	0.2643455287
588	0.2642666713
589	0.2641607666
590	0.2640477818
591	0.2639505441
592	0.2638121164
593	0.263732945
594	0.2636570871
595	0.2635797294
596	0.2634844796
597	0.2634017857
598	0.2633213763
599	0.2631852679
600	0.263101702
601	0.2630198451
602	0.2629611816
603	0.2628904506
604	0.2628077916
605	0.2626659807
606	0.2624873744
607	0.2623651297
608	0.2623332868
609	0.2622379674
610	0.2621792341
611	0.2620319824
612	0.2619536482
613	0.2619145333
614	0.2617815988
615	0.261708252
616	0.261551409
617	0.2614136789
618	0.2612728097
619	0.2611830706
620	0.2611626674
621	0.2610487584
622	0.2609228864
623	0.2608059256
624	0.2606962891
625	0.2606123221
626	0.2604045236
627	0.2603062919
628	0.2602394322
629	0.2600767648
630	0.2600132533
631	0.2599353027
632	0.2598234515
633	0.2597130824
634	0.2596087123
635	0.2595872977
636	0.259483102
637	0.2593869978
638	0.259301566
639	0.2591728516
640	0.2590800607
641	0.2589582868
642	0.2587974854
643	0.2586983817
644	0.2586146415
645	0.2584696219
646	0.258392334
647	0.2583287528
648	0.2581993059
649	0.2580814732
650	0.2579599261
651	0.2578378209
652	0.2577233189
653	0.2576599295
654	0.2575894252
655	0.2575302037
656	0.2574078892
657	0.2572977469
658	0.2571906738
659	0.2571370326
660	0.2570190778
661	0.2569423131
662	0.2568550502
663	0.2567254813
664	0.2566332659
665	0.2565836879
666	0.2564945243
667	0.2564401855
668	0.2562838658
669	0.2562288295
670	0.2561277553
671	0.2560228446
672	0.2559303153
673	0.2558213414
674	0.2557382812
675	0.2556396136
676	0.2555675572
677	0.2554686105
678	0.2553469238
679	0.2553028041
680	0.2552173898
681	0.2551693638
682	0.2550572335
683	0.2549987444
684	0.2549292167
685	0.2547928641
686	0.2547041016
687	0.2546455253
688	0.2545753523
689	0.2545292271
690	0.2544150042
691	0.2542924107
692	0.2541939
693	0.2541327427
694	0.2540301688
695	0.2539594727
696	0.2537718331
697	0.2536428223
698	0.2535186768
699	0.2534333147
700	0.2533884103
701	0.253350708
702	0.2532739258
703	0.2531408343
704	0.2530309187
705	0.2528993966
706	0.2527838309
707	0.2526990444
708	0.2526480364
709	0.2525324707
710	0.2524005476
711	0.2523036063
712	0.2522487619
713	0.2521758161
714	0.252042341
715	0.2519516602
716	0.2518648158
717	0.2517288644
718	0.251656529
719	0.2515839321
720	0.2515039063
721	0.2514364014
722	0.251364781
723	0.2512632708
724	0.2512138497
725	0.2511177804
726	0.2509779576
727	0.2509055176
728	0.2508466099
729	0.2507231794
730	0.2506253836
731	0.2505582799
732	0.2504645299
733	0.2504190674
734	0.2502947824
735	0.2501426479
736	0.250042899
737	0.2499596122
738	0.2498994838
739	0.2498439069
740	0.2497982701
741	0.2496724854
742	0.2496263777
743	0.2495
744	0.249468035
745	0.2494050293
746	0.2493384835
747	0.2492732457
748	0.2491483503
749	0.2490829729
750	0.2490054408
751	0.2489493408
752	0.2488604562
753	0.2487465472
754	0.248664638
755	0.2486092006
756	0.2484844796
757	0.2484280831
758	0.2483678153
759	0.2483104422
760	0.2482502616
761	0.2482039621
762	0.248166748
763	0.2480561175
764	0.2479612514
765	0.2478502197
766	0.2477830985
767	0.2477065255
768	0.2475867746
769	0.2475345633
770	0.2474475272
771	0.2473943394
772	0.2473156738
773	0.2472374093
774	0.2471134905
775	0.2470231759
776	0.2469400286
777	0.246849714
778	0.2467862898
779	0.2466818673
780	0.246548863
781	0.2464822824
782	0.2463877302
783	0.2463807547
784	0.2463019671
785	0.2462448556
786	0.2461506522
787	0.2460685686
788	0.2460226353
789	0.2459473354
790	0.2458596191
791	0.245809954
792	0.2457191336
793	0.2456683698
794	0.2455441895
795	0.2454203404
796	0.2453220738
797	0.2452095598
798	0.2451442348
799	0.2450691267
800	0.2449936
801	0.2449478062
802	0.2448747384
803	0.2447976074
804	0.2447168318
805	0.2446043876
806	0.2445144043
807	0.2444515904
808	0.2443453544
809	0.2442990723
810	0.2442000035
811	0.2441157575
812	0.2440019706
813	0.2439130336
814	0.2438688267
815	0.2438240444
816	0.2437569057
817	0.2436634347
818	0.2435784738
819	0.2434791085
820	0.2434160156
821	0.2433238177
822	0.2432671945
823	0.2431576974
824	0.2431356376
825	0.2430145089
826	0.2429168178
827	0.2428704311
828	0.2427887486
829	0.2427019915
830	0.2426540702
831	0.2425854318
832	0.2424619489
833	0.2423789411
834	0.2423004499
835	0.2422464425
836	0.2421260986
837	0.242081264
838	0.2419971052
839	0.2419278913
840	0.241834804
841	0.2417469831
842	0.2417187151
843	0.2416607143
844	0.2415983189
845	0.241556815
846	0.2415002441
847	0.241424142
848	0.2412701242
849	0.2411916155
850	0.2411207973
851	0.2410281285
852	0.2409189628
853	0.240869036
854	0.2407805525
855	0.2407164307
856	0.2406660505
857	0.2405452706
858	0.2405049874
859	0.2404546247
860	0.2403763602
861	0.2403151507
862	0.2402074498
863	0.2401334054
864	0.2400358189
865	0.2399915946
866	0.2398832485
867	0.2398274449
868	0.239775129
869	0.2396922084
870	0.2395608956
871	0.2395105504
872	0.2394266706
873	0.2393625314
874	0.239268171
875	0.2392103097
876	0.2391616037
877	0.2390915527
878	0.2390026158
879	0.2389146554
880	0.238859654
881	0.2387388393
882	0.2386722935
883	0.2385802874
884	0.238536656
885	0.2384651925
886	0.2383708496
887	0.2382857143
888	0.2382049735
889	0.2381558315
890	0.2380926862
891	0.2380056327
892	0.2379202009
893	0.2378757847
894	0.2378148019
895	0.2377121233
896	0.2376012835
897	0.2374486258
898	0.2373444475
899	0.2372577602
900	0.2371766183
901	0.2371454729
902	0.237036377
903	0.2369600307
904	0.2369012974
905	0.2368257708
906	0.2367031948
907	0.2366143276
908	0.2364940186
909	0.2364191197
910	0.236356829
911	0.2362433908
912	0.2361759208
913	0.2361222273
914	0.2360513044
915	0.2360066092
916	0.2359120047
917	0.2358129185
918	0.2357459891
919	0.2356600516
920	0.2355382952
921	0.2355067487
922	0.2354716971
923	0.2353937291
924	0.2353122907
925	0.2352624163
926	0.2351822335
927	0.2350738177
928	0.2350249721
929	0.234998012
930	0.2349404471
931	0.2348120292
932	0.2347223772
933	0.2346332833
934	0.2345338832
935	0.2344364886
936	0.2343673968
937	0.2343307234
938	0.2342752162
939	0.2342328055
940	0.2341456822
941	0.2340352609
942	0.2339551828
943	0.2338672398
944	0.2337908761
945	0.2337060547
946	0.2336219657
947	0.2335588728
948	0.2334619141
949	0.2333552769
950	0.2332367467
951	0.2331349749
952	0.2330381906
953	0.2329525146
954	0.2328932408
955	0.2328264858
956	0.2327854876
957	0.2327384905
958	0.2326881975
959	0.2326082066
960	0.2325282854
961	0.23246732
962	0.2324052037
963	0.2323386579
964	0.2322920271
965	0.232157959
966	0.2320620466
967	0.2319756557
968	0.2319079241
969	0.2318476563
970	0.2317617885
971	0.2317455008
972	0.231653704
973	0.2316014927
974	0.2314992676
975	0.2313530273
976	0.2312836565
977	0.2312058454
978	0.2311312779
979	0.2310761893
980	0.2310317732
981	0.2309686279
982	0.2308912179
983	0.2307568708
984	0.2306922607
985	0.2306510184
986	0.2305437012
987	0.2304712088
988	0.2303744071
989	0.2302840751
990	0.2302711356
991	0.2301869071
992	0.2300575126
993	0.229986921
994	0.2299586007
995	0.2298808071
996	0.2298129883
997	0.2297418736
998	0.2296441127
999	0.229574986
